Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber

#VG Captain Sergei Mosin's M1891 3-Line Rifle "Mosin-Nagant"
wpn_s4_3line_shot_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot1.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_mech_plr
wpn_s4_3line_shot_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot2.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_mech_plr
wpn_s4_3line_shot_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot3.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_mech_plr
wpn_s4_3line_shot_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot4.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_mech_plr
wpn_s4_3line_shot_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot1.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_mech_npc
wpn_s4_3line_shot_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot2.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_mech_npc
wpn_s4_3line_shot_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot3.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_mech_npc
wpn_s4_3line_shot_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot4.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_mech_npc
wpn_s4_3line_pap_shot_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot1.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_pap_flux_plr
wpn_s4_3line_pap_shot_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot2.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_pap_flux_plr
wpn_s4_3line_pap_shot_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot3.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_pap_flux_plr
wpn_s4_3line_pap_shot_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot4.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_pap_flux_plr
wpn_s4_3line_pap_shot_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot1.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_pap_flux_npc
wpn_s4_3line_pap_shot_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot2.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_pap_flux_npc
wpn_s4_3line_pap_shot_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot3.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_pap_flux_npc
wpn_s4_3line_pap_shot_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_shot4.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_pap_flux_npc
wpn_s4_3line_mech_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_mech1.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_sub_plr
wpn_s4_3line_mech_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_mech2.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_sub_plr
wpn_s4_3line_mech_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_mech3.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_sub_plr
wpn_s4_3line_mech_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_mech4.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_sub_plr
wpn_s4_3line_mech_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_mech1.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_sub_npc
wpn_s4_3line_mech_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_mech2.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_sub_npc
wpn_s4_3line_mech_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_mech3.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_sub_npc
wpn_s4_3line_mech_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_mech4.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_sub_npc
wpn_s4_3line_sub_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_sub.wav,,,wpn_s4_shot_plr,,wpn_s4_3line_tail_plr
wpn_s4_3line_sub_npc,,,skye_ports\s4_3line\fire\wpn_s4_3line_sub.wav,,,wpn_s4_shot_npc,,wpn_s4_3line_tail_npc
wpn_s4_3line_tail_plr,,,skye_ports\s4_3line\fire\wpn_s4_3line_tail_ext1.wav,,,wpn_s4_reverb_ext_plr,,
