weapon_name,upgrade_name,hint,cost,weaponVO,weaponVOresp,ammo_cost,create_vox,obsolete_false,in_box,upgrade_in_box,is_limited,limit,upgrade_limit,obsolete2_false,wallbuy_autospawn,class,is_aat_exempt,is_wonder_weapon,force_attachments
,,,,,,,,,,,,,,,,,,,
iw4_44magnum,iw4_44magnum_up,,1000,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
iw4_aa12,iw4_aa12_up,,1500,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
iw4_acr,iw4_acr_up,,1400,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw4_ak47,iw4_ak47_up,,1300,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw4_at4,iw4_at4_up,,3000,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
iw4_aug_hbar,iw4_aug_hbar_up,,2000,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
iw4_m82a1,iw4_m82a1_up,,1600,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
iw4_m9,iw4_m9_rdw_up,,300,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
iw4_desert_eagle,iw4_desert_eagle_rdw_up,,1500,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
iw4_dragunov,iw4_dragunov_up,,1400,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
iw4_fal,iw4_fal_up,,1750,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw4_famas,iw4_famas_up,,1250,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw4_f2000,iw4_f2000_up,,1200,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw4_g18,iw4_g18_rdw_up,,900,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
iw4_intervention,iw4_intervention_up,,1700,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
iw4_l86_lsw,iw4_l86_lsw_up,,2250,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
iw4_m4a1,iw4_m4a1_up,,1300,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw4_m14ebr,iw4_m14ebr_up,,1500,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
iw4_m16a4,iw4_m16a4_up,,1300,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw4_m93r,iw4_m93r_up,,800,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
